"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"cci","EQ_MICS","PUBLISHED","2010","AFR","SSD","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2003","AFR","BFA","RUR","46.3","46.29220","","",""
"cci","EQ_MICS","PUBLISHED","2006","AFR","BFA","RUR","52.2","52.24271","","",""
"cci","EQ_MICS","PUBLISHED","2010","AFR","COD","RUR","54.2","54.15033","","",""
"cci","EQ_DHS","PUBLISHED","2010","AMR","COL","RUR","80.0","80.04093","","",""
"cci","EQ_DHS","PUBLISHED","1996","AFR","COM","RUR","51.8","51.79792","","",""
"cci","EQ_DHS","PUBLISHED","2013","AFR","GMB","URB","67.3","67.25504","","",""
"cci","EQ_MICS","PUBLISHED","2006","AFR","GNB","RUR","45.9","45.93640","","",""
"cci","EQ_MICS","PUBLISHED","2008","AFR","MOZ","RUR","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2011","AFR","MOZ","RUR","54.5","54.53938","","",""
"cci","EQ_DHS","PUBLISHED","2012","AMR","PER","URB","86.1","86.08192","","",""
"cci","EQ_DHS","PUBLISHED","2012","AFR","SEN","RUR","55.1","55.13791","","",""
"cci","EQ_DHS","PUBLISHED","2014","AFR","SEN","URB","69.8","69.76939","","",""
"cci","EQ_DHS","PUBLISHED","2004","AFR","TZA","RUR","63.3","63.26087","","",""
"cci","EQ_DHS","PUBLISHED","2010","AFR","TZA","URB","82.9","82.92073","","",""
"cci","EQ_MICS","PUBLISHED","2006","SEAR","BGD","URB","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2011","EUR","BIH","RUR","84.8","84.75558","","",""
"cci","EQ_DHS","PUBLISHED","2000","AMR","HTI","URB","54.3","54.31141","","",""
"cci","EQ_DHS","PUBLISHED","2012","AMR","HTI","URB","62.8","62.80696","","",""
"cci","EQ_MICS","PUBLISHED","2011","EUR","MKD","RUR","85.1","85.10198","","",""
"cci","EQ_DHS","PUBLISHED","1995","AFR","MLI","URB","57.4","57.44499","","",""
"cci","EQ_DHS","PUBLISHED","2004","AFR","MWI","URB","75.6","75.60568","","",""
"cci","EQ_DHS","PUBLISHED","2009","AMR","PER","RUR","76.7","76.72821","","",""
"cci","EQ_DHS","PUBLISHED","1998","WPR","PHL","URB","75.9","75.88989","","",""
"cci","EQ_DHS","PUBLISHED","1996","EUR","UZB","RUR","79.4","79.42997","","",""
"cci","EQ_MICS","PUBLISHED","2006","EUR","UZB","URB","81.9","81.87622","","",""
"cci","EQ_MICS","PUBLISHED","2006","AFR","BFA","URB","69.3","69.28114","","",""
"cci","EQ_DHS","PUBLISHED","2010","AFR","BFA","RUR","60.7","60.74828","","",""
"cci","EQ_MICS","PUBLISHED","2012","SEAR","BGD","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","1995","EMR","EGY","RUR","55.9","55.93299","","",""
"cci","EQ_DHS","PUBLISHED","2009","AFR","LSO","RUR","68.2","68.24887","","",""
"cci","EQ_DHS","PUBLISHED","2003","EMR","MAR","URB","80.1","80.10847","","",""
"cci","EQ_DHS","PUBLISHED","1999","AFR","NGA","RUR","38.3","38.30491","","",""
"cci","EQ_DHS","PUBLISHED","2001","AMR","NIC","RUR","73.0","73.02538","","",""
"cci","EQ_DHS","PUBLISHED","2014","AFR","SEN","RUR","60.0","60.00829","","",""
"cci","EQ_MICS","PUBLISHED","2010","EUR","SRB","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2002","WPR","VNM","URB","86.8","86.79336","","",""
"cci","EQ_MICS","PUBLISHED","2013","WPR","VNM","URB","89.8","89.76410","","",""
"cci","EQ_MICS","PUBLISHED","2006","EUR","BIH","URB","76.5","76.52622","","",""
"cci","EQ_DHS","PUBLISHED","2008","AMR","BOL","URB","76.3","76.33292","","",""
"cci","EQ_DHS","PUBLISHED","2008","EMR","EGY","RUR","74.6","74.64751","","",""
"cci","EQ_DHS","PUBLISHED","2000","AFR","ETH","RUR","18.2","18.17620","","",""
"cci","EQ_DHS","PUBLISHED","2005","SEAR","IND","URB","75.4","75.37029","","",""
"cci","EQ_MICS","PUBLISHED","2006","EMR","IRQ","URB","81.5","81.53001","","",""
"cci","EQ_MICS","PUBLISHED","2005","WPR","MNG","RUR","81.2","81.24298","","",""
"cci","EQ_MICS","PUBLISHED","2010","WPR","MNG","URB","87.8","87.79283","","",""
"cci","EQ_DHS","PUBLISHED","2003","WPR","PHL","RUR","68.0","67.97102","","",""
"cci","EQ_MICS","PUBLISHED","2010","EMR","SDN","URB","59.7","59.67823","","",""
"cci","EQ_DHS","PUBLISHED","1995","AFR","UGA","RUR","49.3","49.28479","","",""
"cci","EQ_DHS","PUBLISHED","2000","AFR","UGA","RUR","49.8","49.84313","","",""
"cci","EQ_DHS","PUBLISHED","2008","EUR","ALB","RUR","84.6","84.56109","","",""
"cci","EQ_DHS","PUBLISHED","1994","AMR","BOL","URB","62.3","62.31641","","",""
"cci","EQ_DHS","PUBLISHED","1996","AMR","DOM","URB","72.8","72.84785","","",""
"cci","EQ_DHS","PUBLISHED","2005","EMR","EGY","URB","80.0","80.01382","","",""
"cci","EQ_MICS","PUBLISHED","2005","AFR","GMB","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","1997","SEAR","IDN","URB","79.3","79.25010","","",""
"cci","EQ_DHS","PUBLISHED","2008","AFR","KEN","URB","76.0","76.00982","","",""
"cci","EQ_MICS","PUBLISHED","2006","WPR","LAO","URB","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2005","EUR","MNE","URB","79.9","79.93464","","",""
"cci","EQ_DHS","PUBLISHED","2010","AFR","MWI","RUR","74.6","74.60696","","",""
"cci","EQ_DHS","PUBLISHED","2006","AMR","PER","RUR","75.5","75.52473","","",""
"cci","EQ_DHS","PUBLISHED","2010","AFR","SEN","RUR","53.0","53.03984","","",""
"cci","EQ_MICS","PUBLISHED","2011","EMR","TUN","URB","85.7","85.70598","","",""
"cci","EQ_MICS","PUBLISHED","2010","WPR","VNM","URB","87.1","87.08505","","",""
"cci","EQ_DHS","PUBLISHED","2006","AFR","BEN","URB","63.5","63.53603","","",""
"cci","EQ_MICS","PUBLISHED","2005","EUR","BLR","URB","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2006","AFR","CMR","URB","79.0","78.95668","","",""
"cci","EQ_DHS","PUBLISHED","2003","AFR","GHA","URB","70.1","70.08150","","",""
"cci","EQ_DHS","PUBLISHED","2009","AMR","GUY","URB","74.3","74.26395","","",""
"cci","EQ_DHS","PUBLISHED","2002","EMR","JOR","RUR","77.4","77.39982","","",""
"cci","EQ_DHS","PUBLISHED","2007","AFR","LBR","RUR","44.0","43.96261","","",""
"cci","EQ_DHS","PUBLISHED","2006","AFR","NAM","URB","83.1","83.12928","","",""
"cci","EQ_DHS","PUBLISHED","1996","AMR","PER","RUR","56.1","56.11428","","",""
"cci","EQ_MICS","PUBLISHED","2006","EMR","SOM","URB","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2005","SEAR","THA","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2013","EMR","YEM","URB","66.5","66.46938","","",""
"cci","EQ_MICS","PUBLISHED","2011","AMR","BLZ","URB","84.1","84.07230","","",""
"cci","EQ_DHS","PUBLISHED","2007","AFR","COD","RUR","50.9","50.94371","","",""
"cci","EQ_DHS","PUBLISHED","2012","AFR","COM","URB","70.7","70.68163","","",""
"cci","EQ_MICS","PUBLISHED","2005","AFR","GMB","RUR","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","1999","EUR","KAZ","RUR","76.1","76.14957","","",""
"cci","EQ_DHS","PUBLISHED","2003","AFR","MDG","RUR","53.3","53.32055","","",""
"cci","EQ_DHS","PUBLISHED","2003","AFR","NGA","URB","52.5","52.46783","","",""
"cci","EQ_DHS","PUBLISHED","2004","AMR","PER","URB","86.2","86.17706","","",""
"cci","EQ_MICS","PUBLISHED","2005","EUR","SRB","RUR","80.5","80.45774","","",""
"cci","EQ_DHS","PUBLISHED","1999","AFR","TZA","RUR","56.7","56.70526","","",""
"cci","EQ_DHS","PUBLISHED","2001","AFR","ZMB","RUR","62.0","62.00692","","",""
"cci","EQ_DHS","PUBLISHED","1998","AFR","BFA","URB","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2010","AFR","CAF","RUR","35.3","35.33746","","",""
"cci","EQ_DHS","PUBLISHED","2014","EMR","EGY","RUR","78.7","78.65706","","",""
"cci","EQ_MICS","PUBLISHED","2011","AMR","JAM","RUR","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2005","EUR","MKD","RUR","70.1","70.07622","","",""
"cci","EQ_DHS","PUBLISHED","2006","AFR","NAM","RUR","71.9","71.91140","","",""
"cci","EQ_DHS","PUBLISHED","2001","SEAR","NPL","RUR","48.2","48.20486","","",""
"cci","EQ_DHS","PUBLISHED","2010","AFR","SEN","URB","68.8","68.77982","","",""
"cci","EQ_MICS","PUBLISHED","2005","SEAR","THA","RUR","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2007","WPR","VUT","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","1996","AFR","BEN","RUR","49.7","49.74091","","",""
"cci","EQ_DHS","PUBLISHED","1998","AFR","CIV","RUR","43.1","43.06629","","",""
"cci","EQ_DHS","PUBLISHED","2000","AMR","COL","RUR","70.1","70.13187","","",""
"cci","EQ_DHS","PUBLISHED","2012","AFR","GIN","RUR","40.6","40.63527","","",""
"cci","EQ_DHS","PUBLISHED","2012","EMR","JOR","URB","83.9","83.88580","","",""
"cci","EQ_DHS","PUBLISHED","2003","AFR","MDG","URB","73.1","73.08215","","",""
"cci","EQ_DHS","PUBLISHED","2006","AFR","NER","URB","63.8","63.79765","","",""
"cci","EQ_DHS","PUBLISHED","2006","EMR","PAK","URB","67.3","67.28210","","",""
"cci","EQ_DHS","PUBLISHED","2013","WPR","PHL","RUR","74.3","74.32555","","",""
"cci","EQ_DHS","PUBLISHED","1998","AFR","TGO","RUR","41.6","41.63787","","",""
"cci","EQ_DHS","PUBLISHED","2004","AFR","TZA","URB","79.6","79.64430","","",""
"cci","EQ_DHS","PUBLISHED","2013","EMR","YEM","RUR","45.5","45.53555","","",""
"cci","EQ_DHS","PUBLISHED","1998","AFR","BFA","RUR","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","1994","AFR","CAF","RUR","40.0","39.97976","","",""
"cci","EQ_MICS","PUBLISHED","2011","AMR","CRI","URB","90.8","90.81298","","",""
"cci","EQ_DHS","PUBLISHED","1998","AFR","GHA","URB","64.3","64.25985","","",""
"cci","EQ_DHS","PUBLISHED","1994","SEAR","IDN","URB","78.2","78.17477","","",""
"cci","EQ_DHS","PUBLISHED","1993","AFR","KEN","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2012","EUR","KGZ","RUR","75.5","75.52301","","",""
"cci","EQ_MICS","PUBLISHED","2011","EUR","MKD","URB","87.2","87.19784","","",""
"cci","EQ_MICS","PUBLISHED","2011","AFR","MRT","URB","63.8","63.78644","","",""
"cci","EQ_DHS","PUBLISHED","1996","AMR","PER","URB","75.4","75.40233","","",""
"cci","EQ_DHS","PUBLISHED","1998","WPR","PHL","RUR","62.9","62.94767","","",""
"cci","EQ_MICS","PUBLISHED","2014","EUR","SRB","RUR","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2011","EMR","TUN","RUR","82.8","82.78627","","",""
"cci","EQ_MICS","PUBLISHED","2006","EMR","YEM","RUR","43.9","43.88366","","",""
"cci","EQ_DHS","PUBLISHED","2010","AMR","COL","URB","85.7","85.66061","","",""
"cci","EQ_DHS","PUBLISHED","1996","AMR","DOM","RUR","66.3","66.27626","","",""
"cci","EQ_DHS","PUBLISHED","1994","AMR","HTI","RUR","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","1994","SEAR","IDN","RUR","60.5","60.54300","","",""
"cci","EQ_DHS","PUBLISHED","2004","AFR","LSO","RUR","65.7","65.65041","","",""
"cci","EQ_DHS","PUBLISHED","2009","AFR","LSO","URB","81.2","81.22691","","",""
"cci","EQ_MICS","PUBLISHED","2011","AFR","NGA","RUR","40.3","40.34763","","",""
"cci","EQ_DHS","PUBLISHED","1997","AMR","NIC","RUR","63.8","63.81065","","",""
"cci","EQ_DHS","PUBLISHED","2011","AFR","UGA","URB","76.2","76.20706","","",""
"cci","EQ_DHS","PUBLISHED","2007","EUR","UKR","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2011","AFR","BEN","URB","61.0","61.00427","","",""
"cci","EQ_DHS","PUBLISHED","1999","SEAR","BGD","RUR","49.9","49.90647","","",""
"cci","EQ_DHS","PUBLISHED","2011","AFR","COG","RUR","65.9","65.93755","","",""
"cci","EQ_DHS","PUBLISHED","1995","AMR","COL","URB","78.2","78.15102","","",""
"cci","EQ_DHS","PUBLISHED","2012","AMR","HTI","RUR","54.3","54.26863","","",""
"cci","EQ_DHS","PUBLISHED","2005","SEAR","IND","RUR","59.8","59.77634","","",""
"cci","EQ_MICS","PUBLISHED","2012","EUR","MDA","RUR","89.3","89.27187","","",""
"cci","EQ_MICS","PUBLISHED","2013","EUR","MNE","RUR","68.2","68.17104","","",""
"cci","EQ_DHS","PUBLISHED","2010","AFR","RWA","RUR","71.9","71.92963","","",""
"cci","EQ_DHS","PUBLISHED","1997","AFR","SEN","URB","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2005","EUR","TJK","URB","73.4","73.37601","","",""
"cci","EQ_DHS","PUBLISHED","1995","AFR","UGA","URB","68.1","68.13550","","",""
"cci","EQ_DHS","PUBLISHED","1996","AMR","BRA","RUR","65.0","65.00047","","",""
"cci","EQ_MICS","PUBLISHED","2010","SEAR","BTN","RUR","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2005","AFR","ETH","RUR","23.1","23.14112","","",""
"cci","EQ_MICS","PUBLISHED","2005","EUR","GEO","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2008","AFR","KEN","RUR","65.3","65.25162","","",""
"cci","EQ_DHS","PUBLISHED","2010","WPR","KHM","RUR","74.1","74.09750","","",""
"cci","EQ_MICS","PUBLISHED","2010","SEAR","NPL","RUR","61.0","60.95721","","",""
"cci","EQ_MICS","PUBLISHED","2014","SEAR","NPL","RUR","66.6","66.58678","","",""
"cci","EQ_MICS","PUBLISHED","2010","AFR","SWZ","URB","83.7","83.70134","","",""
"cci","EQ_MICS","PUBLISHED","2010","AFR","TGO","RUR","43.6","43.59732","","",""
"cci","EQ_DHS","PUBLISHED","2005","EUR","ARM","URB","74.8","74.80547","","",""
"cci","EQ_DHS","PUBLISHED","2006","EUR","AZE","RUR","61.5","61.53123","","",""
"cci","EQ_MICS","PUBLISHED","2010","AFR","CAF","URB","60.1","60.11848","","",""
"cci","EQ_DHS","PUBLISHED","1998","AFR","CMR","RUR","45.1","45.13396","","",""
"cci","EQ_MICS","PUBLISHED","2014","EUR","KGZ","RUR","76.6","76.59500","","",""
"cci","EQ_DHS","PUBLISHED","2000","WPR","KHM","URB","57.5","57.47585","","",""
"cci","EQ_DHS","PUBLISHED","2008","AFR","NGA","RUR","33.6","33.59354","","",""
"cci","EQ_MICS","PUBLISHED","2011","AFR","NGA","URB","62.6","62.60284","","",""
"cci","EQ_DHS","PUBLISHED","2013","AFR","SLE","RUR","64.6","64.57926","","",""
"cci","EQ_MICS","PUBLISHED","2010","AMR","SUR","URB","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2014","AFR","ZWE","URB","84.4","84.37204","","",""
"cci","EQ_MICS","PUBLISHED","2011","AMR","ARG","RUR","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2010","AFR","COD","URB","64.9","64.90311","","",""
"cci","EQ_DHS","PUBLISHED","2005","AFR","COG","URB","75.1","75.07835","","",""
"cci","EQ_DHS","PUBLISHED","2005","AMR","HND","RUR","72.4","72.40002","","",""
"cci","EQ_DHS","PUBLISHED","2007","SEAR","IDN","URB","80.9","80.86499","","",""
"cci","EQ_DHS","PUBLISHED","2001","AFR","MLI","RUR","30.5","30.51612","","",""
"cci","EQ_DHS","PUBLISHED","2012","AFR","MLI","URB","66.2","66.22131","","",""
"cci","EQ_DHS","PUBLISHED","2005","AMR","PER","RUR","74.8","74.82067","","",""
"cci","EQ_DHS","PUBLISHED","2012","AMR","PER","RUR","79.6","79.57446","","",""
"cci","EQ_DHS","PUBLISHED","2009","SEAR","TLS","URB","67.4","67.37444","","",""
"cci","EQ_DHS","PUBLISHED","2003","EUR","TUR","RUR","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2010","AFR","ZWE","RUR","68.7","68.70673","","",""
"cci","EQ_MICS","PUBLISHED","2010","EMR","AFG","URB","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","1995","AMR","COL","RUR","66.6","66.61108","","",""
"cci","EQ_MICS","PUBLISHED","2011","AMR","CRI","RUR","86.8","86.84447","","",""
"cci","EQ_DHS","PUBLISHED","1995","AMR","GTM","RUR","42.2","42.22541","","",""
"cci","EQ_MICS","PUBLISHED","2006","AMR","GUY","URB","71.3","71.34826","","",""
"cci","EQ_MICS","PUBLISHED","2006","WPR","LAO","RUR","No data","","","","Not calculated."
"cci","EQ_DHS","PUBLISHED","2007","AFR","LBR","URB","65.5","65.54119","","",""
"cci","EQ_MICS","PUBLISHED","2007","AFR","NGA","URB","59.1","59.10905","","",""
"cci","EQ_DHS","PUBLISHED","2012","EMR","PAK","RUR","57.2","57.16582","","",""
"cci","EQ_MICS","PUBLISHED","2006","AMR","SUR","URB","No data","","","","Not calculated."
"cci","EQ_MICS","PUBLISHED","2010","AFR","TCD","URB","45.6","45.58819","","",""
"cci","EQ_DHS","PUBLISHED","2013","AFR","ZMB","RUR","71.2","71.18575","","",""
"cci","EQ_DHS","PUBLISHED","1994","AFR","ZWE","RUR","70.8","70.82002","","",""
